"age0";"age1";"age2";"age3";"age4";"age5";"age6";"age7";"age8";"age9";"age10";"age11";"age12";"age13";"age14";"age15";"age16";"age17";"age18";"age19";"age20";"age21";"age22";"age23";"age24";"age25";"age26";"age27";"age28";"age29";"age30";"age31";"age32";"age33";"age34";"age35";"age36";"age37";"age38";"age39";"age40";"age41";"age42";"age43";"age44";"age45";"age46";"age47";"age48";"age49";"age50";"age51";"age52";"age53";"age54";"age55";"age56";"age57";"age58";"age59";"age60";"age61";"age62";"age63";"age64";"age65";"age66";"age67";"age68";"age69";"age70";"age71";"age72";"age73";"age74";"age75";"age76";"age77";"age78";"age79";"age80"
0,00224745381523843;0,00374372562140055;0,00601553514120751;0,00889695102110784;0,0115409099267264;0,0126459639436438;0,0114907132876383;0,00869974447600545;0,0056441415116748;0,00328996575137188;0,00182939330878891;0,00103449820990886;0,000631244985103856;0,000435568199672804;0,000349826817174305;0,000329759941517031;0,000360558464330398;0,000444435528775425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,00162464453339118;0,0027104245071768;0,00436974143490295;0,00651126137478824;0,00856507970029771;0,00959667674614061;0,00899834827554735;0,00709227059694188;0,00482501012736269;0,00296347511310733;0,00173934102909253;0,00103664817837012;0,000663735903398059;0,000477326905421217;0,000396302880380336;0,0003828777543789;0,000425633662182539;0,000529841613497807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,0011744267410443;0,00196232356535689;0,00317422137177859;0,00476528696069244;0,00635656900003679;0,0072826559509678;0,00704658358982318;0,00578181374855001;0,00412475886385816;0,00266938485373101;0,00165372159226232;0,00103880261505015;0,000697899167289485;0,000523089093304221;0,000448953497237186;0,000444551797661801;0,000502453921639006;0,000631659975896908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,00084897227777002;0,00142070504637114;0,00230578432778099;0,00348749013603863;0,00471752404718636;0,00552660875250303;0,00551816164120863;0,00471349333982461;0,00352613470974723;0,00240447961442687;0,00157231679065342;0,00104096152923516;0,000733820854363534;0,000573238584345795;0,000508598984917898;0,000516160311076037;0,00059313904373967;0,000753044523090547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,000613707014011928;0,00102857799010207;0,00167494347228269;0,00255233054153795;0,0035011077730227;0,00419399248143614;0,00432125831054997;0,00384256920592503;0,00301438857437945;0,00216586312315129;0,00149491915793915;0,0010431249302306;0,000771591472719807;0,000628195997181022;0,00057616864341491;0,000599303541525234;0,00070019142065968;0,000897755240786853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,000443637924240329;0,000744681441390621;0,00121669472792481;0,00186793107339569;0,00259834513098709;0,00318270637963613;0,00338396636427789;0,00313256793588129;0,00257691189512212;0,00195092652900089;0,00142133144036776;0,00104529282736148;0,000811306189015822;0,00068842227590922;0,000652715234396673;0,000695839504079565;0,000826565087461358;0,0010702746619184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,00032069799322906;0,00053914283067294;0,000883818520121332;0,00136705118642453;0,00192836035261343;0,0024152689695588;0,00264997543113912;0,00255375540348873;0,00220292598361771;0,0017573198790241;0,00135136609404527;0,00104746522997174;0,000853065068247998;0,000754422556168289;0,000739431383645594;0,000807925503335796;0,000975747236614744;0,00127594671676957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,000231826895857217;0,000390334679649368;0,000642014104755659;0,0010004806777519;0,00143113153259926;0,00183288167348337;0,00207518900299106;0,00208189153254973;0,00188321645706418;0,00158292642562762;0,00128484480696683;0,00104964214742515;0,000896973325875638;0,000826750401857382;0,000837668162633647;0,000938066343048206;0,00115185444462145;0,00152114226559077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,000167583554551256;0,000282598883762949;0,000466365097948594;0,00073220490680587;0,00106211344825881;0,00139092385623814;0,00162507521674785;0,00169721514730079;0,00160990621134401;0,00142583948366965;0,00122159804457427;0,00105182358910468;0,000943141592920628;0,000906012448040876;0,000948956138743361;0,00108917030137868;0,00135974626604852;0,00181345644120986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,000121143181649365;0,00020459911267893;0,000338772003564308;0,000535866446471846;0,000788246888057504;0,00105553413613206;0,0012725922584795;0,00138361639460602;0,00137626134245049;0,00128434158421816;0,00116146461768451;0,00105400956441296;0,000991686194713242;0,000992873488976795;0,00107502922210576;0,00126461412265438;0,0016051593295201;0,00216194391448929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8,7572259100409e-05;0,000148127962685504;0,000246087176986011;0,000392175531446552;0,000584996977065797;0,000801016035164844;0,000996563752650757;0,00112796207980304;0,0011765252344374;0,00115688569705388;0,00110429127168683;0,00105620008277211;0,00104272944398455;0,00108806205394259;0,00121785168059679;0,00146831847801248;0,00189486563594875;0,00257739937016521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6,33044341376528e-05;0,000107243345496758;0,000178760045221516;0,000287014886783826;0,000434155171889653;0,000607869197809512;0,000780406533577293;0,000919545661957697;0,00100577672610003;0,00104207831662045;0,00104993229596158;0,00105839515362376;0,00109639994904504;0,00119237651762636;0,00137964874389842;0,00170483558126604;0,00223685942714032;0,00307269188104582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4,57616535493685e-05;7,76432413220591e-05;0,000129852982016255;0,000210052740750232;0,000322208012465203;0,000461295336702606;0,000611134366497001;0,000749638874892695;0,000859808861854262;0,000938664226496973;0,000998249152525881;0,00106059478642922;0,0011528329378256;0,00130669179633189;0,00156294127344626;0,00197945091795423;0,0026405777812746;0,00366316353807478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3,30802883573571e-05;5,62130255735021e-05;9,43264302580761e-05;0,000153727753954188;0,000239126492136278;0,000350064435622695;0,000478577764081158;0,000611126196337075;0,000735025239438372;0,000845512775817759;0,000949110122959028;0,00106279899066962;0,00121217059859704;0,00143196668616061;0,00177058503843475;0,00229830136093249;0,00311716102244076;0,00436710468415491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2,39131542007163e-05;4,06977373731678e-05;6,85196081528329e-05;0,000112506136560708;0,000177467589349818;0,000265654341888195;0,000374773026733431;0,000498206857138849;0,000628351400619758;0,000761605517597008;0,000902389972707671;0,00106500777584553;0,00127456243822672;0,00156925190471841;0,00200581520981681;0,00266851231205222;0,00367976013004748;0,00520632047249249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1,7286395379925e-05;2,94648048276585e-05;4,9773289295189e-05;8,23379672065529e-05;0,000131707469918002;0,000201597826521617;0,000293483801606632;0,000406151910992975;0,000537159081724168;0,000686025073805883;0,000857969631916419;0,00106722115147732;0,00134016565887556;0,00171969890379564;0,0022722967655307;0,00309835693465592;0,00434389963085222;0,00620680629906661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1,24960288685875e-05;2,13322602082665e-05;3,61557865558298e-05;6,02592983010296e-05;9,77466234581535e-05;0,000152987086035836;0,000229826416688071;0,000331106191011908;0,00045920145764645;0,000617945105460009;0,000815735891969339;0,00106943912710542;0,00140914555408395;0,00188456952693454;0,00257418159228807;0,0035974410352818;0,00512790598736022;0,00739955303129706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9,03315781298628e-06;1,54443692484916e-05;2,62639041940278e-05;4,41009555485218e-05;7,25426006848125e-05;0,000116097722369163;0,000179976480877364;0,000269926859283683;0,000392557783865002;0,0005566212780584;0,000775581116968685;0,00107166171228961;0,00148167592524376;0,00206524659288376;0,00291617317358919;0,00417691772615779;0,00605341330366865;0,0088215069755288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0,241721600287625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
